,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference
0,2004-01-30 19:01:02,1075469462.0,a,0.407,36.65,0.0,1131.130005,0.0,0.0
1,2004-04-13 04:07:11,1081809431.0,a,0.375,31.87,-13.042291950886762,1129.439941,-0.14941377140816745,-12.892878179478595
2,2004-12-13 21:37:34,1102954054.0,a,0.323,23.84,-34.95225102319236,1198.680054,5.971908507545951,-40.92415953073831
3,2005-01-22 05:17:19,1106351239.0,a,0.322,21.8,-40.518417462482944,1184.630005,4.729783469938099,-45.24820093242104
4,2006-01-09 02:35:16,1136754316.0,a,0.0,34.65,-5.457025920873124,1290.150024,14.058509481410145,-19.51553540228327
5,2006-06-21 11:01:16,1150867876.0,a,0.368,32.18,-12.19645293315143,1252.199951,10.703451014899041,-22.899903948050472
6,2006-08-19 10:42:01,1155964321.0,a,0.396,31.8,-13.23328785811732,1295.430054,14.525301978882608,-27.758589836999928
7,2007-02-20 17:46:56,1171973816.0,a,0.411,32.48,-11.377899045020468,1459.680054,29.046179267430887,-40.42407831245136
8,2007-04-12 05:07:51,1176334671.0,a,0.411,34.62,-5.538881309686224,1447.800049,27.995901673565804,-33.53478298325203
9,2008-01-23 19:28:50,1201096730.0,a,0.645,32.16,-12.251023192360169,1338.599976,18.3418325111091,-30.59285570346927
10,2008-02-14 04:44:34,1202944474.0,a,0.645,32.68,-10.832196452933148,1348.859985,19.248890846989784,-30.081087299922935
11,2008-04-26 04:49:23,1209165563.0,a,0.67,31.53,-13.969986357435191,1379.930054,21.995707646354933,-35.96569400379013
12,2008-12-06 19:21:33,1228571493.0,a,0.83,17.26,-52.905866302864936,870.73999,-23.020343713718386,-29.88552258914655
13,2011-08-02 06:45:37,1312247737.0,a,54.36,40.79,11.296043656207368,1254.050049,10.867012938976892,0.4290307172304768
14,2011-11-08 05:04:16,1320708856.0,a,51.62,37.74,2.9740791268758624,1275.920044,12.80047725371762,-9.826398126841758
15,2004-04-13 04:20:10,1081810210.0,aa,0.595,34.26,0.0,1129.439941,0.0,0.0
16,2004-09-09 16:15:45,1094726745.0,aa,0.561,32.89,-3.9988324576765835,1118.380005,-0.9792407368033841,-3.0195917208731995
17,2004-11-24 10:37:20,1101272840.0,aa,0.53,33.58,-1.9848219497956794,1181.76001,4.6323905416056,-6.61721249140128
18,2004-12-05 00:36:42,1102187202.0,aa,0.53,32.86,-4.086398131932278,1190.329956,5.391168913867899,-9.477567045800178
19,2005-01-13 07:18:32,1105580912.0,aa,0.457,29.43,-14.098073555166371,1177.449951,4.250780254635953,-18.348853809802325
20,2005-02-07 03:48:37,1107728317.0,aa,0.457,29.37,-14.27320490367775,1201.719971,6.399634666364247,-20.672839570041997
21,2006-06-20 04:32:21,1150758141.0,aa,0.526,29.1,-15.061295971978975,1240.119995,9.799551971041895,-24.86084794302087
22,2007-01-25 19:09:37,1169732377.0,aa,0.494,31.46,-8.172796263864557,1423.900024,26.07133609417837,-34.244132358042926
23,2007-02-23 09:03:42,1172201622.0,aa,0.494,34.75,1.4302393461763048,1451.189941,28.48757054891509,-27.057331202738787
24,2007-05-16 21:12:47,1179330167.0,aa,0.494,39.04,13.952130764740225,1514.140015,34.06113596969029,-20.109005204950066
25,2007-06-22 06:39:12,1182474552.0,aa,0.503,40.34,17.746643315820215,1502.560059,33.03585294403891,-15.289209628218693
26,2007-10-11 20:57:59,1192116479.0,aa,0.47,38.08,11.150029188558088,1554.410034,37.626621617766915,-26.47659242920883
27,2008-01-23 16:05:53,1201084553.0,aa,0.499,28.04,-18.155283129013426,1338.599976,18.518916093476445,-36.674199222489875
28,2008-10-28 00:52:22,1225135342.0,aa,0.672,9.04,-73.61354349095154,940.51001,-16.727753653967874,-56.88578983698367
29,2008-12-05 01:03:15,1228419195.0,aa,0.672,8.06,-76.47402218330413,876.070007,-22.433236580571755,-54.04078560273237
30,2008-12-06 09:33:46,1228536226.0,aa,0.672,8.15,-76.21132516053707,870.73999,-22.905153395845776,-53.3061717646913
31,2008-12-18 10:54:07,1229577847.0,aa,0.672,10.35,-69.78984238178634,885.2800289999999,-21.617786226315168,-48.172056155471175
32,2011-09-03 09:21:23,1315021883.0,aa,48.26,12.04,-64.85697606538237,1218.890015,7.919861052620579,-72.77683711800294
33,2011-11-02 22:04:47,1320251687.0,aa,50.93,10.7,-68.76824284880327,1237.900024,9.602996942357994,-78.37123979116126
34,2011-11-05 21:29:24,1320508764.0,aa,50.93,10.93,-68.09690601284296,1237.900024,9.602996942357994,-77.69990295520095
35,2012-01-02 19:42:06,1325513526.0,aa,50.93,8.65,-74.75189725627554,1257.599976,11.347220011232087,-86.09911726750762
36,2003-12-07 10:36:10,1070773570.0,aapl,0.072,20.85,0.0,1069.719971,0.0,0.0
37,2004-02-03 07:33:34,1075773814.0,aapl,0.07,22.32,7.05035971223021,1136.030029,6.198823972409507,0.8515357398207035
38,2004-06-03 01:20:38,1086205838.0,aapl,0.0,28.92,38.705035971223026,1116.640015,4.3861987503269635,34.318837220896064
39,2004-08-10 02:02:44,1092083564.0,aapl,0.0,30.3,45.32374100719424,1079.040039,0.8712624100387102,44.45247859715553
40,2004-10-12 05:40:57,1097539857.0,aapl,0.0,38.59,85.08393285371703,1121.839966,4.8723026972448675,80.21163015647217
41,2004-12-04 14:16:51,1102150011.0,aapl,0.0,62.68,200.62350119904076,1191.369995,11.372137316112614,189.25136388292816
42,2005-01-26 15:16:47,1106732807.0,aapl,0.0,71.94,245.03597122302153,1174.069946,9.754887057259594,235.28108416576194
43,2005-02-04 03:07:08,1107466628.0,aapl,0.0,77.81,273.18944844124695,1203.030029,12.46214538514959,260.72730305609736
44,2005-12-17 11:55:53,1134800753.0,aapl,0.0,71.11,241.05515587529976,1272.73999,18.978800480859682,222.07635539444007
45,2006-01-25 09:43:52,1138162432.0,aapl,0.0,76.04,264.70023980815347,1264.680054,18.22533824602214,246.47490156213132
46,2006-02-03 13:49:59,1138954799.0,aapl,0.0,72.1,245.80335731414863,1264.030029,18.164572343017426,227.6387849711312
47,2006-02-07 09:17:30,1139284050.0,aapl,0.0,67.3,222.78177458033568,1254.780029,17.299860058422713,205.48191452191296
48,2006-02-17 15:01:01,1140168661.0,aapl,0.0,70.21,236.73860911270975,1287.23999,20.33429541346761,216.40431369924215
49,2003-10-26 16:06:32,1067164592.0,abc,0.592,57.01,0.0,1033.77002,0.0,0.0
50,2004-01-28 07:37:34,1075255654.0,abc,0.429,56.36,-1.14015085072794,1128.47998,9.161608304330604,-10.301759155058544
51,2004-05-16 19:24:15,1084715655.0,abc,0.412,58.97,3.4379933345027203,1096.439941,6.062269149573535,-2.6242758150708143
52,2004-10-20 01:31:26,1098216086.0,abc,0.331,52.1,-8.612524118575683,1103.660034,6.760692673211792,-15.373216791787474
53,2005-01-08 07:45:42,1105150542.0,abc,0.332,57.9,1.5611296263813377,1183.73999,14.507092206059536,-12.945962579678199
54,2005-12-04 08:46:13,1133666173.0,abc,0.223,79.46,39.379056305911234,1264.670044,22.335724535714437,17.043331770196797
55,2007-02-20 06:12:02,1171932122.0,abc,0.308,54.9,-3.701105069286089,1459.680054,41.19968907591265,-44.90079414519874
56,2007-04-05 16:11:07,1175769667.0,abc,0.308,53.94,-5.385020171899668,1443.76001,39.659690459972914,-45.04471063187258
57,2008-01-23 20:34:05,1201100645.0,abc,0.396,45.55,-20.101736537449572,1338.599976,29.487211865555945,-49.58894840300552
58,2011-07-08 00:04:15,1310063655.0,abc,42.86,43.05,-24.486932117172426,1343.800049,29.99023216014719,-54.477164277319616
59,2004-09-20 13:31:02,1095667262.0,abt,0.543,42.92,0.0,1122.199951,0.0,0.0
60,2004-10-23 22:48:08,1098551888.0,abt,0.543,40.86,-4.7996272134203215,1103.660034,-1.6521045989601955,-3.147522614460126
61,2006-06-17 18:01:01,1150547461.0,abt,0.436,42.78,-0.3261882572227413,1230.040039,9.609703502829676,-9.935891760052417
62,2006-07-18 12:32:14,1153206134.0,abt,0.436,44.48,3.63466915191052,1236.859985,10.217433524019107,-6.582764372108587
63,2007-01-13 21:19:42,1168703382.0,abt,0.604,50.45,17.544268406337373,1414.849976,26.078242539506213,-8.53397413316884
64,2007-03-23 02:47:40,1174598260.0,abt,0.883,54.5,26.980428704566627,1436.109985,27.972736384480555,-0.9923076799139281
65,2007-04-10 20:13:09,1176216189.0,abt,0.883,57.11,33.06150978564771,1448.390015,29.06701820021732,3.9944915854303886
66,2007-06-03 02:36:35,1180818395.0,abt,0.871,56.3,31.174277726001854,1530.619995,36.394587580943494,-5.22030985494164
67,2008-01-23 23:41:45,1201111905.0,abt,0.784,57.97,35.06523765144454,1338.599976,19.283553239078685,15.781684412365856
68,2008-04-28 03:46:55,1209334615.0,abt,0.687,51.28,19.478098788443614,1396.369995,24.43147887822354,-4.953380089779927
69,2008-10-23 21:57:42,1224779262.0,abt,0.732,55.02,28.191985088536814,908.1099849999999,-19.077702312250423,47.269687400787234
70,2008-12-25 05:30:56,1230163256.0,abt,0.546,52.65,22.67008387698042,871.6300050000001,-22.32845811272005,44.99854198970047
71,2011-08-05 04:11:33,1312497693.0,abt,76.17,48.77,13.630009319664497,1199.380005,6.877567044199588,6.752442275464909
72,2011-09-02 09:24:27,1314935667.0,abt,68.83,51.94,21.015843429636526,1173.969971,4.613261652156313,16.402581777480215
73,2011-11-02 06:21:21,1320195081.0,abt,68.83,52.76,22.92637465051257,1237.900024,10.310112105859464,12.616262544653107
74,2012-01-01 23:13:40,1325439820.0,abt,67.73,56.23,31.011183597390477,1263.02002,12.548572014685453,18.462611582705023
75,2004-08-16 22:53:27,1092677007.0,ace,0.26,39.1,0.0,1079.339966,0.0,0.0
76,2004-10-10 11:27:42,1097387862.0,ace,0.26,41.04,4.961636828644496,1130.650024,4.753836568301412,0.20780026034308374
77,2005-01-13 13:27:29,1105603049.0,ace,0.21,42.76,9.360613810741679,1177.449951,9.089813042279216,0.2708007684624629
78,2007-02-20 18:32:05,1171976525.0,ace,0.171,58.6,49.87212276214834,1459.680054,35.238210386068474,14.633912376079863
79,2007-04-05 15:54:06,1175768646.0,ace,0.171,57.24,46.39386189258312,1443.76001,33.76323081508129,12.630631077501825
80,2008-01-23 21:48:58,1201105138.0,ace,0.154,59.98,53.40153452685421,1338.599976,24.020236270950793,29.38129825590342
81,2010-12-07 07:29:30,1291687170.0,ace,23.09,59.06,51.04859335038363,1223.75,13.379476212224315,37.66911713815932
82,2011-08-11 20:49:00,1313075940.0,ace,27.7,63.42,62.19948849104859,1172.640015,8.644176250210302,53.55531224083829
83,2003-12-15 23:12:24,1071510144.0,aci,1.074,30.78,0.0,1068.040039,0.0,0.0
84,2005-01-24 04:33:07,1106521387.0,aci,1.18,34.52,12.150747238466543,1163.75,8.961270879845735,3.1894763586208086
85,2005-02-05 03:36:51,1107554811.0,aci,1.18,38.4,24.75633528265106,1193.189941,11.717716324303467,13.038618958347595
86,2006-05-24 04:17:01,1148424421.0,aci,0.854,46.39,50.71474983755685,1258.569946,17.83921014594099,32.87553969161586
87,2007-03-11 21:41:07,1173629467.0,aci,0.86,30.08,-2.274204028590003,1401.890015,31.258189188542207,-33.53239321713221
88,2007-04-07 18:52:27,1175952147.0,aci,0.86,33.93,10.233918128654967,1439.369995,34.767419051787066,-24.5335009231321
89,2008-03-02 17:50:27,1204460427.0,aci,0.851,51.09,65.98440545808968,1367.680054,28.055129401380054,37.929276056709625
90,2008-06-05 02:23:56,1212612836.0,aci,0.899,67.52,119.3632228719948,1404.050049,31.460431981052352,87.90279089094244
91,2008-10-08 20:51:28,1223479288.0,aci,0.772,25.11,-18.421052631578952,984.9400019999999,-7.780610648062048,-10.640441983516904
92,2008-12-05 05:35:57,1228435557.0,aci,0.767,11.93,-61.241065627030544,876.070007,-17.97404825569465,-43.267017371335896
93,2011-08-18 01:16:41,1313610401.0,aci,118.77,19.7,-35.997400909681616,1140.650024,6.798432862871357,-42.795833772552974
94,2003-11-08 10:24:47,1068267287.0,acn,0.076,25.05,0.0,1051.810059,0.0,0.0
95,2004-12-10 06:26:24,1102640184.0,acn,0.023,26.2,4.590818363273447,1188.0,12.948149700097144,-8.357331336823696
96,2005-02-10 03:10:56,1107985256.0,acn,0.023,25.51,1.8363273453093847,1197.01001,13.804769193598295,-11.96844184828891
97,2005-09-04 02:06:58,1125779818.0,acn,0.04,25.31,1.037924151696599,1221.589966,16.14168884840453,-15.103764696707932
98,2006-06-03 23:44:14,1149358454.0,acn,0.045,27.89,11.337325349301395,1270.089966,20.752787552490986,-9.415462203189591
99,2006-08-22 00:50:41,1156188041.0,acn,0.034,28.57,14.051896207584827,1298.819946,23.48426741942769,-9.432371211842865
100,2006-08-22 06:44:05,1156209245.0,acn,0.034,28.57,14.051896207584827,1298.819946,23.48426741942769,-9.432371211842865
101,2006-08-27 03:22:58,1156629178.0,acn,0.034,28.36,13.21357285429141,1296.060059,23.221873370579736,-10.008300516288326
102,2006-11-02 16:40:55,1162465855.0,acn,0.027,32.96,31.57684630738523,1367.339966,29.998753510684967,1.5780927967002647
103,2006-11-11 01:01:42,1163187102.0,acn,0.027,33.87,35.20958083832334,1385.719971,31.746217783604607,3.4633630547187337
104,2006-12-03 00:17:12,1165085232.0,acn,0.027,33.81,34.970059880239525,1400.630005,33.16377733938368,1.8062825408558467
105,2007-03-14 19:10:39,1173879639.0,acn,0.018,35.39,41.27744510978044,1387.170044,31.88408231414338,9.393362795637056
106,2007-05-05 07:47:14,1178331434.0,acn,0.015,39.1,56.087824351297414,1495.920044,42.22340157330632,13.864422777991095
107,2007-06-05 04:17:34,1180997254.0,acn,0.015,41.24,64.63073852295409,1530.949951,45.55384196035723,19.076896562596858
108,2007-07-06 07:06:36,1183685796.0,acn,0.015,42.81,70.89820359281438,1530.439941,45.50535316757227,25.392850425242116
109,2008-04-07 01:42:51,1207512771.0,acn,0.004,36.77,46.78642714570859,1372.540039,30.49314629153971,16.293280854168884
110,2008-10-18 23:21:07,1224352267.0,acn,0.003,31.4,25.349301397205583,907.840027,-13.687835628504857,39.037137025710436
111,2008-12-02 16:28:13,1228215493.0,acn,0.003,29.98,19.68063872255489,848.8099980000001,-19.30006841663033,38.98070713918522
112,2008-12-21 20:10:46,1229870446.0,acn,0.001,32.21,28.582834331337324,885.2800289999999,-15.832709392257296,44.415543723594624
