,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference
113,2011-09-01 16:51:37,1314876097.0,acn,0.11,53.62,114.05189620758482,1204.420044,14.509272248745441,99.54262395883937
114,2011-11-08 00:40:19,1320693019.0,acn,0.1,58.0,131.5369261477046,1275.920044,21.30707755476981,110.2298485929348
115,2004-01-25 05:32:05,1074988925.0,adbe,0.0,38.04,0.0,1143.939941,0.0,0.0
116,2004-08-21 23:10:00,1093110000.0,adbe,0.0,46.09,21.16193480546794,1095.170044,-4.263326705540752,25.425261511008692
117,2004-11-12 17:19:37,1100260177.0,adbe,0.0,58.1,52.733964248159836,1184.170044,3.5168020241370233,49.217162224022815
118,2005-02-07 16:20:07,1107773407.0,adbe,0.0,63.67,67.3764458464774,1201.719971,5.05096709443419,62.3254787520432
119,2005-08-31 10:51:30,1125465690.0,adbe,0.0,27.12,-28.706624605678225,1220.329956,6.6777994422698415,-35.384424047948066
120,2006-02-21 13:18:21,1140508101.0,adbe,0.0,37.8,-0.630914826498428,1283.030029,12.158862805193364,-12.789777631691791
121,2006-04-07 10:36:37,1144386397.0,adbe,0.0,36.1,-5.099894847528911,1295.5,13.248952464017504,-18.348847311546415
122,2008-12-04 14:30:57,1228381257.0,adbe,0.08,22.54,-40.7465825446898,845.2199710000001,-26.11325641264588,-14.63332613204392
123,2008-12-05 00:15:55,1228416355.0,adbe,0.08,20.44,-46.267087276550996,876.070007,-23.416433363261685,-22.85065391328931
124,2008-12-17 11:42:55,1229494375.0,adbe,0.08,22.32,-41.32492113564668,904.419983,-20.938158500752976,-20.386762634893707
125,2008-12-20 21:49:14,1229789954.0,adbe,0.079,22.13,-41.824395373291274,904.419983,-20.938158500752976,-20.886236872538298
126,2011-04-24 04:02:44,1303597964.0,adbe,28.03,33.48,-11.987381703470037,1337.380005,16.909984262888837,-28.897365966358876
127,2011-08-05 04:11:46,1312497706.0,adbe,28.17,26.15,-31.25657202944269,1199.380005,4.84641387305139,-36.10298590249408
128,2011-09-25 13:42:54,1316938374.0,adbe,28.17,24.88,-34.59516298633018,1129.560059,-1.257048686264918,-33.338114300065264
129,2011-10-18 13:47:26,1318925846.0,adbe,27.25,26.24,-31.019978969505786,1225.380005,7.119260468238156,-38.13923943774394
130,2004-01-20 06:29:18,1074560358.0,adi,0.0,50.5,0.0,1138.77002,0.0,0.0
131,2004-05-12 18:46:27,1084367787.0,adi,0.0,45.04,-10.811881188118813,1097.280029,-3.643403871837083,-7.168477316281729
132,2004-06-22 09:09:13,1087875553.0,adi,0.0,45.03,-10.831683168316829,1134.410034,-0.38286799998474985,-10.448815168332079
133,2004-08-10 02:07:28,1092083848.0,adi,0.0,35.92,-28.87128712871287,1079.040039,-5.24513114597098,-23.62615598274189
134,2004-11-11 09:56:15,1100147175.0,adi,0.0,38.5,-23.762376237623762,1173.47998,3.0480219351050475,-26.81039817272881
135,2005-01-24 03:34:28,1106517868.0,adi,0.0,34.47,-31.742574257425744,1163.75,2.1935930487527298,-33.936167306178476
136,2005-09-07 23:00:53,1126114253.0,adi,0.0,36.88,-26.970297029702966,1236.359985,8.569769425436764,-35.54006645513973
137,2005-10-31 08:19:48,1130726988.0,adi,0.0,34.61,-31.465346534653467,1207.01001,5.992429445938526,-37.45777598059199
138,2011-08-05 04:12:35,1312497755.0,adi,25.32,31.63,-37.366336633663366,1199.380005,5.3224078554509235,-42.68874448911429
139,2003-11-12 17:41:28,1068639088.0,adm,0.733,14.48,0.0,1058.530029,0.0,0.0
140,2004-01-31 04:11:22,1075502482.0,adm,0.703,15.66,8.149171270718229,1128.47998,6.608216024450645,1.5409552462675844
141,2004-04-14 16:44:25,1081941265.0,adm,0.789,16.81,16.091160220994464,1128.170044,6.578936174894283,9.512224046100181
142,2004-06-19 13:33:48,1087632228.0,adm,0.848,16.28,12.43093922651934,1133.560059,7.088134294204316,5.342804932315024
143,2004-11-30 07:08:52,1101778732.0,adm,0.613,21.23,46.61602209944751,1173.819946,10.891511231751752,35.72451086769576
144,2005-01-26 00:58:06,1106681286.0,adm,0.613,22.65,56.42265193370164,1174.069946,10.915128889555579,45.507523044146055
145,2005-02-08 21:21:16,1107877876.0,adm,0.613,23.71,63.74309392265194,1202.300049,13.58204453923904,50.161049383412895
146,2005-02-14 20:39:46,1108393786.0,adm,0.528,24.5,69.1988950276243,1206.140015,13.944808551104405,55.2540864765199
147,2006-04-06 18:53:48,1144329828.0,adm,0.52,37.05,155.87016574585633,1309.040039,23.66583877045589,132.20432697540045
148,2006-04-07 06:53:49,1144373029.0,adm,0.52,36.92,154.97237569060772,1295.5,22.386702739445855,132.58567295116185
149,2006-04-12 00:58:21,1144783701.0,adm,0.52,36.55,152.4171270718232,1288.119995,21.689509008723647,130.72761806309956
150,2006-04-22 19:30:52,1145714452.0,adm,0.52,37.86,161.46408839779005,1309.930054,23.749919049296984,137.71416934849307
151,2006-04-23 14:17:44,1145782064.0,adm,0.52,37.86,161.46408839779005,1311.459961,23.894450329287732,137.56963806850231
152,2006-04-24 19:49:42,1145888382.0,adm,0.52,38.45,165.5386740331492,1308.109985,23.577975982011562,141.96069805113763
153,2006-04-28 06:30:41,1146186041.0,adm,0.52,36.19,149.9309392265193,1310.609985,23.814152560049862,126.11678666646945
154,2006-05-16 14:27:00,1147769820.0,adm,0.514,43.1,197.65193370165747,1292.079956,22.06360902398169,175.58832467767579
155,2007-02-20 08:05:08,1171938908.0,adm,0.541,35.88,147.79005524861878,1459.680054,37.89689607379101,109.89315917482777
156,2007-03-07 08:11:55,1173235315.0,adm,0.541,32.96,127.62430939226519,1391.969971,31.50028179313938,96.12402759912581
157,2007-04-09 12:40:37,1176102637.0,adm,0.541,37.02,155.66298342541438,1444.609985,36.47321714290261,119.18976628251177
158,2007-06-18 03:24:32,1182117272.0,adm,0.597,34.57,138.74309392265195,1531.050049,44.63926455127518,94.10382937137678
159,2007-06-19 05:10:54,1182210054.0,adm,0.597,34.75,139.98618784530385,1533.699951,44.88960246587393,95.09658537942991
160,2007-10-12 05:57:34,1192148854.0,adm,0.47,34.9,141.0220994475138,1561.800049,47.54423646114624,93.47786298636755
161,2008-01-23 23:14:44,1201110284.0,adm,0.62,40.85,182.11325966850828,1338.599976,26.458384677530955,155.65487499097733
162,2009-01-09 16:47:55,1231499875.0,adm,0.628,27.94,92.95580110497238,890.349976,-15.88807576473582,108.8438768697082
163,2011-07-29 19:09:22,1311946762.0,adm,85.48,30.64,111.60220994475138,1292.280029,22.082510046580833,89.51969989817054
164,2011-08-05 04:13:27,1312497807.0,adm,85.48,28.05,93.71546961325967,1199.380005,13.30618613938254,80.40928347387714
165,2011-09-28 04:29:00,1317164340.0,adm,54.78,25.77,77.9696132596685,1151.060059,8.7413703404724,69.2282429191961
166,2011-12-31 04:39:51,1325286591.0,adm,51.59,28.6,97.51381215469614,1249.640015,18.054281008970786,79.45953114572535
167,2004-05-12 18:03:39,1084365219.0,adp,0.015,45.7,0.0,1097.280029,0.0,0.0
168,2006-05-29 06:22:46,1148863966.0,adp,0.012,45.98,0.6126914660831378,1280.160034,16.666666681855737,-16.0539752157726
169,2006-06-27 09:26:37,1151380597.0,adp,0.012,44.48,-2.6695842450765994,1239.199951,12.933792491360474,-15.603376736437074
170,2007-02-20 18:32:39,1171976559.0,adp,0.012,50.7,10.940919037199125,1459.680054,33.027123015286364,-22.08620397808724
171,2007-04-28 09:46:50,1177733810.0,adp,0.012,45.17,-1.1597374179431095,1495.420044,36.28426695807474,-37.44400437601785
172,2007-05-28 15:46:58,1180347418.0,adp,0.007,49.23,7.724288840262568,1515.72998,38.13520158398874,-30.410912743726172
173,2007-06-30 05:05:33,1183160133.0,adp,0.007,48.47,6.061269146608305,1506.339966,37.279447924774,-31.218178778165694
174,2007-10-22 09:12:40,1193024560.0,adp,0.008,47.52,3.982494529540482,1506.329956,37.27853566903841,-33.29604113949793
175,2008-01-23 19:35:35,1201097135.0,adp,0.078,38.56,-15.62363238512035,1338.599976,21.992558018204843,-37.61619040332519
176,2008-12-07 07:53:01,1228616581.0,adp,0.288,37.59,-17.746170678336977,845.2199710000001,-22.971352010271566,5.225181331934589
177,2011-08-05 04:11:51,1312497711.0,adp,0.57,47.88,4.770240700218817,1199.380005,9.304824046879649,-4.534583346660831
178,2011-09-30 03:20:09,1317333009.0,adp,0.62,48.12,5.295404814004364,1131.420044,3.1113311185580637,2.1840736954463003
179,2012-01-04 00:07:51,1325615871.0,adp,0.61,54.46,19.16849015317286,1277.300049,16.406023552990405,2.7624666001824565
180,2003-10-03 16:48:40,1065179920.0,adsk,0.0,18.44,0.0,1029.849976,0.0,0.0
181,2004-06-20 07:36:21,1087697181.0,adsk,0.0,39.4,113.66594360086766,1132.050049,9.923782626761938,103.74216097410573
182,2004-08-03 23:39:21,1091556561.0,adsk,0.0,39.96,116.70281995661604,1099.689941,6.781566891059492,109.92125306555654
183,2004-09-24 17:33:50,1096027430.0,aee,0.804,46.07,0.0,1110.109985,0.0,0.0
184,2004-11-02 15:30:15,1099389615.0,aee,0.804,48.01,4.210983286303446,1130.560059,1.84216647686489,2.3688168094385564
185,2005-12-16 06:43:01,1134695581.0,aee,0.863,52.32,13.566312133709571,1267.319946,14.16165633353888,-0.5953441998293094
186,2006-01-10 11:29:29,1136872769.0,aee,0.863,51.66,12.133709572389833,1289.689941,16.176771529534527,-4.043061957144694
187,2007-02-20 06:12:12,1171932132.0,aee,0.965,53.51,16.14933796396787,1459.680054,31.489678835741653,-15.340340871773783
188,2007-12-15 01:09:10,1197661150.0,aee,1.02,53.77,16.7136965487302,1486.589966,33.91375504112774,-17.20005849239754
189,2008-01-23 19:17:07,1201096027.0,aee,1.02,46.34,0.5860646841762603,1338.599976,20.58264443049757,-19.99657974632131
190,2008-12-08 10:59:42,1228714182.0,aeo,0.054,9.73,0.0,909.7000119999999,0.0,0.0
191,2009-01-12 14:36:10,1231751170.0,aeo,0.054,10.13,4.110996916752316,870.26001,-4.335495380866274,8.44649229761859
192,2004-08-03 23:58:46,1091557726.0,aep,1.754,31.64,0.0,1099.689941,0.0,0.0
193,2004-10-10 13:54:05,1097396645.0,aep,1.739,32.38,2.3388116308470353,1130.650024,2.815346566855606,-0.47653493600857066
194,2007-03-07 02:53:36,1173216216.0,aep,1.342,45.33,43.26801517067003,1391.969971,26.57840352110667,16.689611649563364
195,2007-04-10 20:12:53,1176216173.0,aep,1.457,49.34,55.94184576485463,1448.390015,31.70894458513555,24.232901179719075
196,2008-01-23 20:30:47,1201100447.0,aep,1.55,43.82,38.49557522123894,1338.599976,21.72521781755571,16.770357403683228
197,2011-04-08 04:53:43,1302218623.0,aep,136.63,35.47,12.10493046776232,1328.170044,20.776774841846066,-8.671844374083745
198,2011-11-13 10:16:12,1321159572.0,aep,120.73,39.52,24.905183312262967,1239.699951,12.731771454841375,12.173411857421591
199,2003-10-03 17:23:47,1065182027.0,aes,101.18,7.96,0.0,1029.849976,0.0,0.0
200,2003-12-15 21:31:38,1071504098.0,aes,29.748,8.39,5.402010050251263,1068.040039,3.70831323882072,1.6936968114305433
201,2004-08-04 00:04:30,1091558070.0,aes,15.619,9.66,21.356783919597994,1098.630005,6.6786454923411105,14.678138427256883
202,2004-10-26 04:29:14,1098745154.0,aes,15.619,11.05,38.819095477386945,1111.089966,7.888526668276588,30.930568809110355
203,2004-12-05 09:19:07,1102218547.0,aes,12.944,12.42,56.03015075376885,1190.329956,15.58285029274983,40.44730046101902
204,2007-02-19 02:26:15,1171832175.0,aes,6.513,22.3,180.15075376884423,1455.540039,41.33515297571847,138.81560079312575
205,2007-04-11 05:09:29,1176248369.0,aes,6.513,22.42,181.65829145728645,1438.869995,39.71646633315065,141.9418251241358
206,2008-01-23 21:05:49,1201102549.0,aes,5.378,17.9,124.87437185929646,1338.599976,29.980094887141117,94.89427697215534
207,2008-04-23 21:50:03,1208967603.0,aes,5.687,17.63,121.48241206030148,1379.930054,33.993308361255906,87.48910369904559
208,2011-05-23 09:17:49,1306122469.0,aes,178.11,13.02,63.56783919597989,1317.369995,27.91863142209755,35.64920777388234
209,2011-07-24 02:55:42,1311456342.0,aes,178.11,12.68,59.2964824120603,1343.800049,30.485029889440906,28.811452522619394
210,2004-02-15 08:22:54,1076813574.0,aet,0.211,77.5,0.0,1152.109985,0.0,0.0
211,2004-08-03 20:44:23,1091546063.0,aet,0.193,86.6,11.74193548387096,1099.689941,-4.549916647063862,16.29185213093482
212,2004-11-30 04:45:36,1101770136.0,aet,0.178,118.21,52.52903225806451,1173.819946,1.88436531951418,50.64466693855033
213,2005-02-04 06:20:07,1107478207.0,aet,0.178,130.85,68.83870967741935,1203.030029,4.419720743935741,64.4189889334836
214,2005-09-23 17:26:49,1127476609.0,aet,0.17,82.71,6.7225806451612815,1215.290039,5.483856126808928,1.2387245183523534
215,2006-01-11 03:31:09,1136930469.0,aet,0.172,92.65,19.5483870967742,1294.180054,12.331293960619556,7.217093136154643
216,2006-05-07 11:34:24,1146981864.0,aet,0.155,37.99,-50.98064516129032,1312.25,13.899715919917139,-64.88036108120745
217,2007-01-25 23:46:33,1169748993.0,aet,0.253,41.1,-46.96774193548387,1423.900024,23.590633059221336,-70.5583749947052
218,2007-02-20 08:05:18,1171938918.0,aet,0.253,45.61,-41.148387096774194,1459.680054,26.696241939088814,-67.84462903586301
219,2007-04-06 18:34:03,1175864643.0,aet,0.272,45.0,-41.935483870967744,1437.77002,24.794510829623604,-66.72999470059135
